"player_id","age","pace","shooting","passing","dribbling","defending","physic"
"204963","32","81","58","79","81","81","79"
"202811","31","84","82","84","87","56","85"
"200104","31","85","84","81","85","42","73"
"199503","31","50","75","85","74","79","82"
"165153","36","77","85","81","84","38","77"
"262621","23","86","83","72","85","48","85"
"256516","21","93","74","78","86","36","65"
"256079","22","75","63","77","80","84","82"
"255253","24","72","78","84","87","73","68"
"253163","25","82","53","64","62","85","84"
"247851","26","68","75","83","84","79","83"
"247827","22","78","79","83","86","53","62"
"247819","24","77","59","73","73","85","82"
"247635","23","86","79","81","87","41","74"
"244260","26","74","79","83","87","50","57"
"241721","25","93","79","80","86","28","77"
"241096","24","84","75","81","81","82","83"
"241084","27","90","82","75","87","45","75"
"240130","26","85","50","69","71","85","82"
"237678","25","77","34","63","68","85","85"
"230869","27","84","80","76","85","49","84"
"229558","25","79","45","64","73","84","85"
"226268","26","80","78","84","83","79","81"
"223848","29","64","80","81","82","78","88"
"218667","29","67","78","84","89","71","68"
"215914","33","76","65","73","80","85","77"
"210514","30","82","73","85","85","79","72"
"210035","28","74","73","87","85","76","71"
"204485","33","79","81","81","88","39","62"
"193080","33","85","76","69","87","46","84"
"186153","34","82","83","75","85","48","84"
"177003","38","72","75","88","87","71","62"
"20801","39","75","87","76","80","34","77"
"272834","19","77","69","79","84","79","80"
"256675","25","89","84","76","86","34","71"
"253149","23","93","62","74","85","75","68"
"251517","22","79","71","75","78","84","83"
"247394","24","75","79","83","85","62","83"
"246104","22","76","76","80","85","80","80"
"245367","21","81","77","80","86","61","71"
"243580","24","95","83","69","81","31","79"
"242516","25","83","83","80","83","48","75"
"241637","24","73","69","79","78","81","82"
"240638","25","80","77","81","85","76","80"
"234577","24","83","78","82","86","35","83"
"234396","23","95","66","78","85","73","78"
"234236","28","74","83","71","81","38","77"
"231936","26","73","35","77","78","83","80"
"231521","25","69","76","79","82","82","73"
"230899","26","86","83","72","88","32","69"
"228093","26","86","82","76","82","50","82"
"227796","25","88","82","78","86","38","63"
"227127","29","84","80","80","86","45","86"
"226851","28","75","67","76","76","86","82"
"225193","28","70","79","81","81","81","81"
"224458","27","79","82","75","84","57","76"
"224293","27","58","75","87","77","77","75"
"222492","28","88","81","79","86","37","69"
"221697","28","84","82","73","80","50","83"
"220697","27","71","81","86","86","56","63"
"213345","28","87","75","78","87","30","61"
"212616","30","76","78","83","82","76","84"
"208722","32","83","81","79","86","44","75"
"204525","33","71","57","69","67","85","80"
"199845","36","60","50","65","65","87","80"
"197445","32","77","71","83","80","85","76"
"192629","36","81","86","81","85","35","65"
"186942","33","56","80","83","85","74","68"
"185122","34","83","83","75","85","43","86"
"178603","35","50","59","76","70","85","77"
"167495","38","82","81","90","82","45","86"
"264652","21","90","77","76","83","39","64"
"264453","23","90","47","64","72","83","83"
"264240","19","76","66","78","85","68","70"
"263578","20","91","50","75","79","78","67"
"256197","22","83","40","65","73","83","80"
"256196","22","80","33","60","61","83","84"
"252154","24","85","80","71","86","30","83"
"252145","22","92","58","76","82","78","76"
"248550","24","80","50","62","70","84","83"
"248243","21","80","68","81","84","78","80"
"247090","23","68","75","84","81","75","78"
"246430","24","78","84","69","77","29","84"
"244675","24","76","81","79","84","68","82"
"242964","23","91","79","78","83","50","71"
"242458","27","83","84","69","79","34","81"
"241852","24","95","75","74","86","43","53"
"240950","26","77","82","83","84","63","68"
"240091","27","84","79","79","86","52","82"
"239301","26","71","59","79","79","84","81"
"239231","25","77","64","80","81","81","78"
"237086","27","73","33","57","63","84","83"
"236987","24","66","55","74","75","84","80"
"235410","27","80","82","65","75","36","80"
"235243","24","62","61","63","67","83","83"
"233486","27","68","28","59","63","84","80"
"233096","28","84","70","74","77","79","87"
"232488","26","68","46","62","66","85","81"
"230481","28","88","77","83","84","35","72"
"229582","28","71","49","56","64","84","83"
"229391","28","52","68","70","72","84","86"
"229237","28","78","48","70","75","84","82"
"228813","27","67","75","85","84","75","68"
"226271","28","58","76","80","80","75","71"
"226161","29","89","79","78","80","78","81"
"225375","27","80","69","76","76","82","78"
"224987","30","84","79","80","85","42","84"
"223959","28","76","71","78","81","81","81"
"222077","26","63","68","80","76","80","80"
"220502","29","87","78","76","88","57","66"
"217870","30","84","70","73","77","79","80"
"216547","31","93","76","77","86","48","54"
"216460","29","74","46","60","62","85","82"
"216435","29","72","69","80","82","75","75"
"216393","27","54","80","84","80","72","76"
"216201","30","94","81","74","80","45","84"
"212242","29","54","77","76","73","83","83"
"212218","30","55","50","75","70","85","77"
"210413","29","64","40","56","69","84","79"
"210008","29","81","78","80","79","80","86"
"209989","31","62","71","80","77","80","82"
"209981","33","81","82","75","83","38","81"
"209658","29","68","80","79","80","80","84"
"208920","29","76","53","72","75","84","77"
"208093","32","77","84","77","81","46","72"
"207421","29","82","82","80","85","30","61"
"207410","30","70","70","82","87","72","72"
"204935","30","83","78","88","86","53","81"
"204638","31","58","36","56","56","85","78"
"203574","30","69","58","74","77","84","75"
"201399","31","68","83","71","76","40","75"
"201153","31","82","81","74","80","31","79"
"198176","32","62","41","66","69","85","76"
"197781","32","66","76","84","85","59","60"
"193698","34","83","81","78","83","39","80"
"192883","35","79","78","82","83","72","78"
"192505","31","79","82","73","75","41","82"
"190941","34","85","80","69","85","40","82"
"183898","36","74","80","85","87","48","65"
"270409","20","88","71","78","85","30","53"
"257279","22","79","75","82","80","65","68"
"255565","27","88","73","76","86","57","64"
"251809","24","59","37","62","65","83","82"
"251805","23","78","48","73","78","81","80"
"251752","22","82","79","73","85","50","80"
"251566","23","91","77","75","84","46","72"
"248148","25","67","67","78","79","80","73"
"247679","23","73","83","66","80","38","82"
"247263","25","75","54","67","70","84","79"
"247103","26","76","66","73","74","82","81"
"246147","22","83","82","77","83","37","61"
"244669","25","70","76","78","77","79","84"
"243630","24","82","82","71","80","34","77"
"243576","24","82","73","81","81","77","77"
"243014","24","88","82","77","83","49","76"
"240679","26","68","77","83","77","75","78"
"239807","24","83","77","78","83","73","75"
"238074","24","78","72","83","82","82","82"
"237681","23","86","77","78","85","40","64"
"236772","23","82","81","83","82","66","74"
"236499","26","68","76","85","80","75","76"
"236496","25","72","71","79","80","77","81"
"235805","26","88","80","76","84","52","71"
"235790","25","77","79","79","82","48","74"
"232756","26","81","40","60","68","82","80"
"232411","26","78","81","80","84","45","63"
"231410","24","85","74","78","85","31","59"
"230182","24","79","87","85","81","35","77"
"230142","27","77","83","81","82","42","65"
"229476","27","68","47","66","66","84","83"
"229348","26","88","46","75","78","78","80"
"228618","29","88","64","75","76","78","84"
"227678","26","78","51","73","76","83","78"
"226753","28","82","76","86","84","61","79"
"225201","28","85","77","79","84","65","69"
"225116","27","81","79","74","85","44","84"
"224371","27","77","81","76","81","46","70"
"223334","27","76","73","77","81","82","90"
"222737","27","88","79","80","84","43","73"
"220814","28","74","54","72","71","83","78"
"220793","28","80","48","64","74","82","85"
"216549","28","77","82","70","75","36","85"
"216352","31","66","74","79","80","80","80"
"216267","30","77","61","80","78","79","76"
"215716","29","58","82","62","71","28","86"
"215333","33","73","81","64","77","35","88"
"213661","28","66","32","68","71","84","75"
"212523","30","78","86","80","82","45","74"
"212194","28","73","78","83","84","48","70"
"211688","29","81","61","77","79","78","74"
"210935","29","78","80","78","84","36","70"
"210411","29","78","71","82","85","70","75"
"210406","30","78","76","81","83","70","63"
"210047","32","51","69","77","74","84","80"
"208418","30","87","81","79","85","59","67"
"208333","30","75","76","72","74","81","85"
"206113","28","80","83","78","84","43","66"
"204923","30","72","81","81","80","75","78"
"203841","32","82","82","70","84","49","79"
"202556","30","79","83","80","83","31","79"
"201024","33","76","48","62","66","82","84"
"200724","34","73","37","68","71","82","79"
"199434","35","67","79","86","82","43","78"
"193747","32","64","72","83","79","76","78"
"192984","32","82","79","74","85","45","83"
"192387","34","82","81","67","78","39","73"
"189513","35","52","80","87","78","74","68"
"188943","33","82","80","74","84","46","78"
"188567","35","84","83","72","78","35","63"
"188377","34","86","64","76","77","78","80"
"180930","38","57","82","74","77","40","76"
"278046","17","71","42","65","74","83","75"
"278016","21","80","48","66","70","81","83"
"271421","19","83","75","77","86","55","69"
"266866","24","76","70","76","80","78","80"
"261865","22","82","71","79","81","76","74"
"260908","20","87","59","73","77","76","79"
"260247","21","77","76","78","83","63","79"
"259583","21","88","64","74","80","77","80"
"259197","23","85","78","70","82","40","78"
"251470","23","70","78","80","83","55","71"
"250959","23","58","58","81","81","75","70"
"247257","25","85","32","45","60","82","83"
"246863","23","80","72","73","81","80","84"
"245630","25","69","68","74","77","78","80"
"244778","24","78","79","78","83","39","68"
"244749","28","73","50","67","65","82","77"
"244369","26","83","76","79","80","46","62"
"243952","25","80","78","77","82","37","80"
"243245","23","72","77","83","80","68","76"
"243241","25","69","45","67","65","84","77"
"241464","27","70","41","77","70","83","77"
"241461","24","83","79","77","82","35","68"
"241159","23","74","39","69","73","82","79"
"240243","25","84","82","78","84","44","75"
"238216","24","75","76","79","79","79","84"
"238095","26","58","45","62","62","82","84"
"237679","25","90","79","71","80","38","67"
"237238","27","59","80","75","77","79","84"
"236703","26","85","61","81","78","73","78"
"236632","27","86","76","75","86","46","64"
"236610","24","85","80","58","80","40","76"
"236532","27","65","44","62","66","82","78"
"236401","26","78","66","77","83","78","71"
"236015","24","76","76","81","83","60","72"
"235944","27","71","80","82","81","65","73"
"235840","26","82","78","79","83","56","83"
"235794","26","78","79","77","84","49","69"
"234060","26","66","76","77","80","80","81"
"233556","27","79","80","78","83","49","67"
"233195","26","72","70","74","78","75","79"
"233084","26","85","67","74","78","77","72"
"233049","24","80","73","77","88","35","57"
"232639","26","79","71","77","84","41","61"
"232498","29","86","77","80","82","39","66"
"232363","29","57","48","60","65","83","81"
"231652","27","76","80","62","77","36","79"
"231416","26","87","81","74","83","31","64"
"230938","27","79","77","73","78","80","87"
"230670","26","80","79","79","82","35","80"
"230430","28","76","81","67","77","20","79"
"230384","28","82","73","77","82","52","71"
"230347","24","79","54","76","79","75","74"
"230258","24","77","57","74","77","82","69"
"229261","27","80","67","74","77","79","85"
"228579","27","74","54","77","78","79","74"
"228251","28","75","77","81","81","74","76"
"227950","29","65","49","75","66","83","76"
"227535","27","67","68","79","82","78","72"
"227236","28","75","73","74","79","78","88"
"226754","26","77","72","81","83","77","75"
"226226","28","69","79","82","83","68","71"
"223952","31","81","79","74","82","41","80"
"216354","33","69","82","78","84","33","73"
"215590","30","78","79","78","83","58","67"
"215316","32","81","76","80","83","54","80"
"214997","29","84","82","76","85","50","75"
"214096","28","67","82","62","70","45","88"
"213648","28","50","73","76","74","77","80"
"213516","29","80","79","80","81","43","70"
"212190","28","68","51","66","66","82","79"
"210881","29","70","77","78","81","77","85"
"210602","32","86","75","75","84","57","80"
"210385","30","82","78","77","84","31","81"
"209889","30","64","78","85","88","75","56"
"209499","30","57","69","77","76","79","80"
"209297","31","78","71","79","82","76","78"
"208574","31","83","75","81","80","70","79"
"207862","30","54","59","71","66","84","75"
"206517","28","76","76","81","86","53","72"
"205498","32","46","67","82","79","73","67"
"205186","32","81","79","83","81","57","81"
"204883","30","78","82","80","83","53","80"
"202648","30","79","76","81","81","73","77"
"202024","32","60","72","76","77","77","74"
"200155","31","45","79","85","77","60","76"
"200145","32","38","74","76","69","79","79"
"199641","32","81","78","79","81","36","83"
"193041","37","81","79","74","84","54","80"
"192563","32","82","79","76","83","53","81"
"192366","36","60","57","64","59","83","86"
"192318","32","55","74","83","83","55","70"
"192123","32","53","82","67","71","40","81"
"189881","34","52","47","57","60","84","77"
"189596","34","57","81","82","78","55","68"
"189511","35","37","61","77","78","78","73"
"188350","35","58","83","83","83","53","63"
"188335","32","62","81","58","76","35","80"
"186345","33","67","65","84","77","80","72"
"184392","34","72","62","74","76","82","76"
"178509","37","48","82","71","74","41","79"
"176580","37","59","82","77","75","41","75"
"270673","18","79","68","76","79","75","79"
"264697","24","92","81","71","85","47","58"
"262138","21","70","43","68","73","81","75"
"260592","21","85","79","65","78","46","78"
"259913","21","81","76","78","81","60","71"
"259868","21","70","65","75","78","76","76"
"259532","23","80","79","76","82","45","79"
"259307","21","88","50","75","79","75","75"
"258648","25","78","72","77","80","78","80"
"257470","22","92","71","74","81","39","70"
"257179","22","77","37","70","71","82","79"
"256903","23","73","79","64","77","47","79"
"256612","24","76","78","65","78","37","80"
"253306","23","69","65","72","77","79","78"
"253072","25","90","80","72","77","49","85"
"252802","23","80","59","70","73","79","83"
"251852","22","96","75","70","82","36","70"
"251806","23","78","77","76","80","74","83"
"247246","23","77","70","77","80","79","82"
"246875","23","80","32","64","67","81","80"
"246420","22","93","71","72","87","32","68"
"246242","27","84","81","67","78","43","77"
"246172","25","88","74","74","83","36","61"
"245155","23","90","76","72","86","60","74"
"244263","30","69","51","58","61","82","78"
"244257","23","75","80","67","79","44","77"
"244176","27","67","82","75","80","33","78"
"243854","24","75","43","65","69","82","81"
"242835","25","78","45","65","68","81","77"
"242816","24","73","71","79","82","50","52"
"242444","24","80","78","77","84","45","70"
"242434","23","71","74","76","82","71","76"
"242087","29","70","72","77","79","74","78"
"241850","25","72","81","65","72","36","77"
"241671","29","80","76","71","83","56","80"
"239763","25","85","71","76","85","25","62"
"239482","26","93","75","71","82","45","69"
"239093","31","88","69","76","78","73","69"
"238896","27","86","73","73","85","60","60"
"238004","27","87","79","70","83","37","72"
"237985","25","75","32","57","62","80","85"
"237712","25","77","80","69","80","45","78"
"237646","28","84","68","72","76","76","82"
"236461","27","77","81","66","74","39","82"
"236403","24","74","53","69","69","81","79"
"236045","30","83","55","68","75","77","78"
"235152","24","88","68","74","83","75","70"
"235149","27","62","59","72","76","80","72"
"234824","27","85","80","70","80","30","71"
"234742","26","85","78","75","81","43","68"
"234642","32","78","77","75","81","34","79"
"234574","25","85","63","75","78","77","80"
"234569","24","55","47","65","73","81","80"
"233306","27","82","76","75","82","55","78"
"231913","28","74","71","78","80","76","82"
"231677","26","89","82","76","80","33","64"
"231591","29","78","56","75","79","77","73"
"231447","25","87","79","72","84","35","71"
"230872","24","78","76","74","85","58","78"
"230666","27","83","79","74","86","39","74"
"230313","32","67","39","55","58","81","85"
"230271","24","80","72","77","82","26","45"
"230225","28","71","61","57","63","82","80"
"230204","28","81","75","78","79","41","81"
"230201","28","76","51","70","77","77","72"
"229906","26","90","75","74","85","38","61"
"229880","26","82","51","69","77","78","73"
"229668","29","75","49","73","71","80","79"
"229188","25","77","82","69","78","44","84"
"227647","27","74","62","75","78","77","73"
"225663","28","75","77","80","83","61","67"
"225539","26","75","79","66","77","42","83"
"225126","29","60","73","74","75","80","76"
"225100","27","82","29","71","72","80","78"
"224656","27","89","60","70","75","78","75"
"223885","27","81","76","81","82","48","78"
"223273","29","69","78","77","81","67","77"
"222509","27","63","70","80","82","71","67"
"221634","30","79","73","75","85","46","56"
"220834","28","75","79","81","83","43","61"
"219789","32","82","57","72","76","75","78"
"219683","29","70","78","77","75","77","79"
"216447","31","88","70","77","81","51","44"
"216409","30","80","78","78","83","59","55"
"216388","27","90","72","72","88","29","68"
"216150","32","77","70","75","77","76","70"
"213666","28","81","76","79","80","76","83"
"213655","28","76","72","77","81","56","76"
"212096","31","69","77","82","81","43","64"
"210676","29","83","79","75","84","27","76"
"208461","33","64","72","76","75","82","83"
"208268","29","55","74","78","74","77","84"
"207993","31","64","63","67","68","80","82"
"207566","32","54","68","78","76","75","84"
"206511","30","63","79","79","77","76","76"
"205988","28","75","57","80","77","79","77"
"205175","30","56","82","72","77","40","71"
"205157","30","72","65","77","80","76","76"
"204639","33","61","35","57","57","82","79"
"203980","31","73","76","81","80","43","65"
"203263","31","37","57","70","65","80","82"
"202695","31","45","45","64","60","81","82"
"201269","31","80","80","69","82","47","78"
"200888","32","50","63","70","70","80","84"
"200458","30","72","68","79","76","77","74"
"200159","31","78","77","86","82","52","80"
"197655","33","62","49","55","62","82","85"
"193301","33","69","82","75","81","44","74"
"190674","33","61","64","73","76","79","83"
"190149","35","79","64","74","75","77","78"
"189805","33","47","80","72","72","57","80"
"189332","35","82","70","80","81","72","69"
"175943","37","68","78","81","81","44","49"
"163587","37","78","76","83","78","42","80"
"73562","25","79","76","77","83","39","81"
"272500","20","77","67","73","80","76","79"
"272449","21","80","70","73","80","71","70"
"270571","25","74","74","82","78","67","80"
"270531","20","80","26","53","72","78","83"
"269626","24","79","78","73","81","41","77"
"266872","26","76","42","53","65","80","78"
"266127","19","77","62","79","79","74","63"
"264388","20","85","70","75","82","51","65"
"264348","28","85","77","73","78","38","66"
"264309","19","72","74","81","82","52","50"
"263205","24","92","77","72","77","68","87"
"262859","21","70","40","72","70","80","80"
"262402","24","82","56","71","75","75","76"
"261188","24","84","76","70","84","40","63"
"261050","21","87","68","73","85","36","50"
"260815","21","81","54","75","75","74","72"
"260599","22","70","65","74","73","75","78"
"259694","25","80","66","77","77","76","76"
"259516","22","73","67","75","76","78","77"
"259377","21","77","72","76","80","38","54"
"259240","20","62","61","80","77","75","69"
"258966","24","79","70","77","79","75","72"
"258580","25","86","74","73","80","35","56"
"257289","22","86","78","65","81","32","69"
"257278","24","70","40","70","69","79","80"
"257191","25","71","68","75","72","78","80"
"257057","22","74","62","72","73","78","81"
"256853","22","81","72","76","82","65","75"
"256325","24","76","32","61","71","79","79"
"256261","22","73","47","69","73","79","78"
"255654","24","79","53","68","70","80","75"
"255069","22","70","70","77","77","74","82"
"255001","22","78","63","78","79","77","76"
"254796","22","90","75","73","83","40","71"
"254243","21","74","67","78","81","75","78"
"254117","21","87","79","67","80","41","62"
"254088","21","85","74","75","83","44","51"
"253109","25","56","72","85","75","66","70"
"252308","28","51","66","72","68","77","83"
"252064","25","75","68","69","70","77","86"
"252042","22","83","78","72","81","37","70"
"251988","25","76","76","78","78","65","70"
"251570","20","75","71","79","86","21","65"
"251445","24","82","71","73","81","52","68"
"251421","23","86","75","72","78","43","59"
"250753","22","77","76","77","83","45","82"
"248695","23","77","40","60","71","81","77"
"248465","22","87","65","75","81","73","63"
"247649","22","71","37","53","59","79","77"
"247172","20","80","81","63","75","32","80"
"246785","23","84","71","76","82","31","47"
"246606","24","89","50","70","78","72","71"
"245388","24","81","47","64","69","79","74"
"245371","23","79","74","78","84","51","58"
"245235","26","91","65","72","75","74","81"
"245152","23","79","80","70","77","46","75"
"244067","24","88","41","57","67","78","81"
"243976","29","65","39","63","53","79","78"
"243780","23","73","75","80","82","50","66"
"243593","25","82","76","74","81","36","61"
"243586","31","82","81","62","74","46","73"
"242641","23","84","53","75","84","73","70"
"242280","24","73","78","75","79","73","80"
"242201","29","70","72","80","76","75","73"
"241788","31","76","78","74","78","38","73"
"241727","28","78","76","76","82","26","79"
"241508","23","73","70","80","80","66","67"
"241236","24","85","76","73","79","35","78"
"241187","23","75","59","70","76","79","78"
"241095","26","75","76","76","82","57","72"
"240913","25","77","76","79","80","43","78"
"240734","23","69","77","80","77","67","78"
"240690","26","83","75","73","82","45","62"
"239380","25","83","77","72","84","50","70"
"238900","26","69","81","72","77","41","79"
"238616","24","91","75","73","83","40","67"
"238186","24","79","76","71","81","27","79"
"237942","26","78","57","76","79","75","75"
"237034","25","83","78","74","79","42","78"
"236920","25","89","78","76","81","38","66"
"236804","25","73","36","69","72","79","79"
"236792","29","50","72","71","68","81","83"
"236786","27","82","79","75","79","36","72"
"236480","27","71","67","75","79","76","75"
"235973","25","79","76","79","77","60","68"
"235374","30","93","62","75","81","70","66"
"234678","27","75","57","71","75","74","78"
"234579","27","88","78","70","78","36","83"
"234568","25","87","75","76","82","75","82"
"233927","26","72","77","78","84","69","78"
"233738","27","78","63","74","73","79","82"
"232487","31","59","68","71","77","79","75"
"231943","27","77","78","73","80","53","77"
"231366","27","69","28","59","64","81","75"
"231340","27","81","63","72","77","74","78"
"231184","27","74","78","71","78","51","80"
"230786","25","68","70","79","76","74","78"
"230498","24","83","79","65","81","28","64"
"230312","28","81","75","71","82","60","77"
"230234","28","67","62","74","75","78","76"
"230216","28","83","52","70","71","76","72"
"230184","24","89","58","70","77","74","59"
"230020","31","62","72","78","77","73","76"
"229905","29","59","45","70","69","80","84"
"229891","26","74","63","71","76","76","82"
"228881","27","77","57","70","75","77","70"
"228805","32","41","36","56","57","80","84"
"228383","25","80","76","73","84","42","78"
"228092","26","56","65","74","72","75","85"
"227890","29","79","81","76","79","69","74"
"227174","26","78","66","71","75","75","76"
"226710","25","65","81","67","74","36","74"
"226376","29","81","73","81","80","52","64"
"226300","28","81","76","74","78","54","80"
"226229","27","71","44","66","66","80","77"
"226166","26","77","49","67","71","80","80"
"226110","29","87","77","75","81","36","68"
"225953","26","80","76","74","82","41","70"
"225951","29","85","81","71","79","38","79"
"225863","26","64","50","77","77","78","75"
"225403","28","74","78","81","80","58","66"
"225309","27","67","75","80","82","63","71"
"224334","32","77","68","77","81","74","80"
"224294","27","69","63","76","78","75","72"
"224221","28","44","57","72","66","79","83"
"224196","29","73","70","70","77","79","78"
"224158","27","61","70","74","74","75","82"
"224031","31","87","66","67","74","76","80"
"224003","31","79","78","75","80","47","77"
"223874","29","66","66","75","78","74","78"
"223710","30","53","81","63","72","29","82"
"223697","29","72","74","73","75","76","80"
"223671","27","75","55","68","65","80","75"
"222331","28","81","50","65","70","81","76"
"221342","26","82","52","70","79","76","70"
"220876","27","80","77","77","78","53","63"
"219693","31","63","47","63","67","79","76"
"219522","31","80","76","74","80","49","79"
"215270","32","74","76","77","81","46","67"
"215223","31","79","78","72","81","37","78"
"214979","30","79","77","73","82","44","81"
"214584","37","74","76","69","83","44","82"
"214092","28","71","73","78","82","31","60"
"212814","31","68","74","78","81","64","68"
"212811","30","80","67","75","76","77","83"
"212602","30","64","41","63","68","81","76"
"212228","28","77","81","70","75","51","81"
"211368","29","88","78","72","83","32","61"
"211348","30","79","78","74","78","36","77"
"211093","31","77","76","78","80","72","78"
"210930","31","70","71","80","79","38","62"
"210324","31","73","77","78","80","64","71"
"210021","29","82","73","77","80","44","63"
"208670","31","72","76","81","80","49","63"
"208618","33","80","74","80","81","71","68"
"208448","32","63","73","81","80","35","61"
"208295","34","58","58","71","67","79","81"
"208165","31","65","39","59","48","81","79"
"206085","29","82","74","76","79","61","69"
"205812","34","80","77","74","83","41","79"
"205678","34","82","78","76","81","47","65"
"205431","31","58","82","71","74","43","79"
"202651","30","72","76","80","81","32","51"
"202335","30","57","62","67","62","80","80"
"201942","32","65","74","78","84","56","74"
"201505","34","45","60","72","65","81","75"
"201455","31","67","71","74","74","78","83"
"200110","33","79","76","72","80","46","79"
"199987","35","78","78","71","80","54","78"
"199833","33","78","79","65","82","32","80"
"199564","32","74","63","79","77","75","73"
"199422","33","55","64","80","75","72","68"
"198032","32","42","36","68","64","79","85"
"198009","31","79","79","71","81","57","79"
"196978","32","77","80","67","77","42","73"
"191202","35","35","66","75","74","77","78"
"190815","34","39","62","85","77","82","70"
"190813","31","80","75","76","83","49","61"
"190765","33","45","75","84","78","71","74"
"189908","33","79","76","68","83","51","78"
"189575","31","75","73","78","83","51","58"
"184432","34","59","55","76","71","81","75"
"184200","35","67","79","78","79","43","78"
"184087","35","49","61","75","65","80","82"
"183711","34","66","72","81","75","75","76"
"183512","34","79","68","74","75","77","83"
"182494","38","81","80","66","77","43","78"
"177413","35","34","63","77","76","81","74"
"158625","40","32","52","69","65","81","79"
"278349","19","72","49","65","68","79","75"
"277797","21","75","78","63","75","27","67"
"277581","20","79","78","58","68","22","74"
"277179","21","74","73","74","80","62","54"
"275298","20","69","63","79","76","75","66"
"273463","23","70","68","72","74","76","75"
"273018","20","75","68","72","77","76","79"
"271574","19","78","54","75","80","73","58"
"271400","24","85","76","73","80","32","66"
"270086","20","80","37","64","69","78","80"
"269493","24","67","33","52","54","78","80"
"269087","18","73","41","60","63","79","73"
"268889","21","85","63","74","77","71","79"
"268804","23","85","53","67","75","79","75"
"266096","22","82","30","69","72","77","78"
"266032","19","93","73","66","84","27","58"
"265526","19","78","74","80","80","40","77"
"265450","21","86","73","70","81","33","64"
"265188","20","55","35","57","61","80","73"
"264862","22","74","69","76","82","48","62"
"264238","22","83","75","72","77","37","62"
"263620","20","72","52","72","77","76","75"
"263617","23","70","61","72","75","76","77"
"262842","21","77","71","78","83","59","66"
"262394","25","51","55","61","62","79","76"
"262118","21","83","50","71","79","74","73"
"260697","25","70","37","49","56","79","77"
"259480","22","75","74","73","81","50","76"
"259075","22","81","61","77","83","69","63"
"259066","22","76","38","51","50","79","81"
"258908","24","69","45","69","68","78","77"
"258781","21","77","37","62","61","79","78"
"258498","21","79","76","76","81","56","75"
"258444","23","83","76","69","77","28","75"
"257711","22","75","66","71","75","77","77"
"256107","25","80","59","73","72","73","80"
"255475","24","84","74","73","83","43","69"
"255223","24","83","76","70","82","42","73"
"255106","24","63","45","56","65","78","78"
"255009","22","75","77","78","78","67","73"
"254909","25","78","57","76","79","75","72"
"254548","23","78","52","69","74","75","76"
"253727","27","76","75","78","78","64","82"
"253473","22","73","60","75","79","74","72"
"253396","21","92","72","68","79","41","80"
"253124","25","83","70","76","80","73","76"
"253002","24","79","76","69","83","28","56"
"252324","24","86","74","74","79","50","59"
"252259","21","75","70","75","83","61","58"
"252143","25","80","72","77","80","67","62"
"252037","21","82","76","63","78","32","80"
"251810","22","84","74","56","73","30","80"
"251804","23","90","60","75","82","72","68"
"251573","26","74","69","76","77","73","71"
"251377","24","78","79","76","78","66","73"
"250955","24","71","44","65","69","79","74"
"250723","23","74","73","74","82","73","81"
